tf	mem
ANKFY1	ZNF317
ANK3	ABCA8
ANK3	CHEK2
ANK3	CLOCK
ANK3	CXADR
ANK3	FAM134B
ANK3	HSPB2
ANK3	INADL
ANK3	LAMA2
ANK3	MAML2
ANK3	PPAP2A
ANK3	RCAN2
ANK3	SSPN
ANK3	TMEM165
ANK3	ZNF415
ANAPC5	ABCD3
ANAPC5	ABCF2
ANAPC5	ACP1
ANAPC5	ACTR2
ANAPC5	ADPGK
ANAPC5	ADRM1
ANAPC5	ALG13
ANAPC5	ANP32A
ANAPC5	AP2S1
ANAPC5	API5
ANAPC5	ARF1
ANAPC5	ARID2
ANAPC5	ATF1
ANAPC5	ATG5
ANAPC5	BAZ2B
ANAPC5	BRCC3
ANAPC5	BRWD2
ANAPC5	C10orf28
ANAPC5	C10orf78
ANAPC5	C12orf35
ANAPC5	C14orf142
ANAPC5	C16orf63
ANAPC5	C1orf108
ANAPC5	C1orf128
ANAPC5	C1orf144
ANAPC5	C1orf174
ANAPC5	C1orf43
ANAPC5	C21orf94
ANAPC5	C3orf23
ANAPC5	C5orf22
ANAPC5	C6orf166
ANAPC5	C9orf41
ANAPC5	CASD1
ANAPC5	CCT2
ANAPC5	CDC5L
ANAPC5	CDV3
ANAPC5	CEP27
ANAPC5	CHD1L
ANAPC5	CNOT1
ANAPC5	COG3
ANAPC5	COPA
ANAPC5	CPSF1
ANAPC5	CTDSPL2
ANAPC5	CUGBP1
ANAPC5	CUL1
ANAPC5	DDX19A
ANAPC5	DDX42
ANAPC5	DENR
ANAPC5	DNAJC14
ANAPC5	DSCR3
ANAPC5	EIF2S3
ANAPC5	EPRS
ANAPC5	ERCC8
ANAPC5	ERLIN1
ANAPC5	ETNK1
ANAPC5	FAF1
ANAPC5	FAM108B1
ANAPC5	FAM29A
ANAPC5	FAM62B
ANAPC5	FH
ANAPC5	FKBP15
ANAPC5	FLAD1
ANAPC5	FNTB
ANAPC5	FSTL1
ANAPC5	FUBP1
ANAPC5	FUS
ANAPC5	FUSIP1
ANAPC5	G3BP1
ANAPC5	GALNT2
ANAPC5	GCAT
ANAPC5	GCN1L1
ANAPC5	GDI2
ANAPC5	GFM1
ANAPC5	GFM2
ANAPC5	GGA2
ANAPC5	GLE1
ANAPC5	GLRX3
ANAPC5	GM2A
ANAPC5	GOLGA7
ANAPC5	GOSR2
ANAPC5	GRPEL2
ANAPC5	GTF2A2
ANAPC5	GTF2I
ANAPC5	HDAC8
ANAPC5	HEATR2
ANAPC5	HMBS
ANAPC5	HMGCS1
ANAPC5	HNRNPU
ANAPC5	HNRPH1
ANAPC5	HPS3
ANAPC5	HSBP1
ANAPC5	HSP90AB1
ANAPC5	HSPA4
ANAPC5	HSPA8
ANAPC5	HTATSF1
ANAPC5	IKBKB
ANAPC5	IRAK4
ANAPC5	IREB2
ANAPC5	JMJD2C
ANAPC5	KBTBD4
ANAPC5	KCNH2
ANAPC5	KCTD5
ANAPC5	KDELR2
ANAPC5	KIAA1267
ANAPC5	LRRC28
ANAPC5	LSM12
ANAPC5	LSM14A
ANAPC5	LSM4
ANAPC5	MANEA
ANAPC5	MAP3K7
ANAPC5	MAPK1
ANAPC5	MAPK14
ANAPC5	MAPKAP1
ANAPC5	MCM3AP
ANAPC5	MCM4
ANAPC5	ME2
ANAPC5	MED13L
ANAPC5	MED21
ANAPC5	MED6
ANAPC5	METAP2
ANAPC5	METT10D
ANAPC5	MOSPD1
ANAPC5	MRPL30
ANAPC5	MRPL44
ANAPC5	MRPS10
ANAPC5	MRPS12
ANAPC5	MXI1
ANAPC5	NARG2
ANAPC5	NEDD1
ANAPC5	NFS1
ANAPC5	NFX1
ANAPC5	NFYC
ANAPC5	NOL9
ANAPC5	NONO
ANAPC5	NSMAF
ANAPC5	NUP133
ANAPC5	NUP160
ANAPC5	NUP62
ANAPC5	NXT2
ANAPC5	OAZ1
ANAPC5	OGDH
ANAPC5	OGFOD1
ANAPC5	ORC5L
ANAPC5	OTUB1
ANAPC5	PAN3
ANAPC5	PATL1
ANAPC5	PCMT1
ANAPC5	PDS5A
ANAPC5	PGK1
ANAPC5	PIGX
ANAPC5	PIP5K1A
ANAPC5	POLDIP3
ANAPC5	POLR2E
ANAPC5	POLR3K
ANAPC5	POMGNT1
ANAPC5	PPA2
ANAPC5	PPP2R5D
ANAPC5	PRIM2
ANAPC5	PRPF4
ANAPC5	PRPF40A
ANAPC5	PRPS1
ANAPC5	PSMA1
ANAPC5	PSMC3
ANAPC5	PSMD10
ANAPC5	PSMD3
ANAPC5	PSME3
ANAPC5	PSPC1
ANAPC5	RAB35
ANAPC5	RAB6A
ANAPC5	RANGAP1
ANAPC5	RAP2B
ANAPC5	RBL1
ANAPC5	RBM14
ANAPC5	RFC3
ANAPC5	RHEB
ANAPC5	RIPK5
ANAPC5	RNGTT
ANAPC5	RPAP3
ANAPC5	RPL18A
ANAPC5	RRM1
ANAPC5	RSF1
ANAPC5	RXRB
ANAPC5	SAE1
ANAPC5	SAFB
ANAPC5	SAR1B
ANAPC5	SDHC
ANAPC5	SENP3
ANAPC5	SEPT2
ANAPC5	SERBP1
ANAPC5	SFRS2
ANAPC5	SIVA1
ANAPC5	SLC25A40
ANAPC5	SMARCC1
ANAPC5	SNAP23
ANAPC5	SRPR
ANAPC5	SRPX
ANAPC5	STAG3L1
ANAPC5	STIP1
ANAPC5	STYX
ANAPC5	SUMO3
ANAPC5	TAF15
ANAPC5	TBC1D5
ANAPC5	TFB1M
ANAPC5	TFCP2
ANAPC5	TFDP1
ANAPC5	THOC4
ANAPC5	THRAP3
ANAPC5	THUMPD3
ANAPC5	TIMM23
ANAPC5	TIPRL
ANAPC5	TMED2
ANAPC5	TMEM103
ANAPC5	TMEM189-UBE2V1
ANAPC5	TMEM64
ANAPC5	TNKS2
ANAPC5	TOMM22
ANAPC5	TOP3B
ANAPC5	TOR1A
ANAPC5	TOX4
ANAPC5	TP53INP1
ANAPC5	TRNT1
ANAPC5	TSN
ANAPC5	TUBGCP3
ANAPC5	TXNDC1
ANAPC5	UBE2A
ANAPC5	UBE2E1
ANAPC5	UBE2G2
ANAPC5	UBE2L3
ANAPC5	UBE2M
ANAPC5	UBE2N
ANAPC5	UBE3C
ANAPC5	UEVLD
ANAPC5	UPF1
ANAPC5	USP10
ANAPC5	VDAC1
ANAPC5	VKORC1L1
ANAPC5	VPS35
ANAPC5	VTA1
ANAPC5	WBP11
ANAPC5	WBSCR16
ANAPC5	WDR61
ANAPC5	WDR8
ANAPC5	WHSC2
ANAPC5	XPO7
ANAPC5	YBX1
ANAPC5	YIPF5
ANAPC5	YKT6
ANAPC5	YWHAZ
ANAPC5	ZCCHC4
ANAPC5	ZCCHC7
ANAPC5	ZDHHC5
ANAPC5	ZMAT1
ANAPC5	ZMYM5
ANAPC5	ZNF207
ANAPC5	ZNF259
ANAPC5	ZNF317
ANAPC5	ZNF518A
ANAPC5	ZNF609
ANAPC5	ZNF638
ANAPC5	ZNF672
ANAPC5	ZNF708
ANAPC5	ZNHIT2
ANKRD11	DSPP
ANKRD11	IGHG1
ANKRD11	S100A7A
ANKRD11	UBR5
ANKRD11	YTHDC1
ANKRD46	RAB32
ANKRD28	C17orf57
ANKRD28	CAPN7
ANKRD28	CMTM8
ANKRD28	DARC
ANKRD28	DLG1
ANKRD28	FIP1L1
ANKRD28	HCG18
ANKRD28	ITSN1
ANKRD28	KPNA3
ANKRD28	LRRC1
ANKRD28	MBD1
ANKRD28	NRD1
ANKRD28	OSBPL9
ANKRD28	PIK3CA
ANKRD28	PLGLA1
ANKRD28	PLGLB2
ANKRD28	RFX3
ANKRD28	TIMM8A
ANKRD28	TNKS
ANKRD28	TNRC15
ANKRD28	USP15
ANKRD28	ZBTB20
ANKRD28	ZFAND3
ANTXR1	ACTA2
ANTXR1	C1R
ANTXR1	C1S
ANTXR1	CALD1
ANTXR1	COL1A1
ANTXR1	COL4A1
ANTXR1	COL4A2
ANTXR1	COL5A2
ANTXR1	HTRA1
ANTXR1	MXRA8
ANTXR1	MYLK
ANTXR1	PPP4R2
ANTXR1	PRICKLE2
ANTXR1	SPARC
ANTXR1	ST5
ANTXR1	TIMP2
ANTXR1	WWTR1
APAF1	CNOT8
APAF1	NUPL1
APAF1	SCARNA9
APAF1	SIRT2
ANKRD16	CD2BP2
ANKRD16	DDX31
ANKRD16	DND1
ANKRD16	FAM86A
ANKRD16	KLF16
ANKRD16	MAD2L1
ANKRD16	MCM4
ANKRD16	PAICS
ANKRD16	PATZ1
ANKRD16	RRM1
ANKRD16	WDR59
ANKRD16	WHSC1
ANKRD16	ZNF346
ANKRD16	ZNF446
ANKRD19	ADRBK1
ANKRD19	ATP2A3
ANKRD19	BAIAP3
ANKRD19	C20orf181
ANKRD19	C2orf49
ANKRD19	C7orf20
ANKRD19	CCDC108
ANKRD19	DBC1
ANKRD19	GRIN1
ANKRD19	HEYL
ANKRD19	IGHV7-81
ANKRD19	KCNQ2
ANKRD19	MORN1
ANKRD19	MUC8
ANKRD19	NANOS3
ANKRD19	SPATA3
ANKRD19	SUSD3
APBB1IP	ADAMTS10
APBB1IP	AIF1
APBB1IP	ALOX5AP
APBB1IP	ARHGAP30
APBB1IP	ATP2A3
APBB1IP	BATF
APBB1IP	BTK
APBB1IP	CCDC71
APBB1IP	CD300A
APBB1IP	CD37
APBB1IP	CD48
APBB1IP	CD52
APBB1IP	CD53
APBB1IP	CORO1A
APBB1IP	CST7
APBB1IP	DOCK2
APBB1IP	DOCK8
APBB1IP	FMNL1
APBB1IP	HLA-DPA1
APBB1IP	HOPX
APBB1IP	ITGB2
APBB1IP	LAPTM5
APBB1IP	LAT2
APBB1IP	LCP2
APBB1IP	LILRB1
APBB1IP	LSP1
APBB1IP	LST1
APBB1IP	LY86
APBB1IP	LYL1
APBB1IP	MYO1G
APBB1IP	NCKAP1L
APBB1IP	PLCG2
APBB1IP	PLEK
APBB1IP	PTPRC
APBB1IP	SELPLG
APBB3	HNRPM
APBB3	MDH1B
APBB3	SIRT3
APBB3	SPSB3
ANKRD22	RNF39
ANKRD47	AQP1
ANKRD47	C21orf66
ANKRD47	CDH5
ANKRD47	CLDN5
ANKRD47	CLEC14A
ANKRD47	CNTROB
ANKRD47	DNM3
ANKRD47	ESAM
ANKRD47	FGD5
ANKRD47	MPHOSPH9
ANKRD47	NPR1
ANKRD47	OR4D1
ANKRD47	PCDH12
ANKRD47	RAI2
ANKRD47	RNGTT
ANKRD47	ROBO4
ANKRD47	SSX2IP
ANKRD47	TCF15
ANKRD47	TM4SF18
ANKRD47	USHBP1
APC	ATF7
APC	C12orf35
APC	C1orf31
APC	C2orf49
APC	FOXJ3
APC	GOPC
APC	GRPEL2
APC	KIAA0372
APC	KIAA1826
APC	KPNA5
APC	KRT83
APC	NCOA2
APC	PAFAH1B1
APC	PHTF2
APC	PLAA
APC	RBAK
APC	RPL14
APC	SCRN3
APC	SLAIN2
APC	SLC30A3
APC	SNX13
APC	SPAST
APC	SYNJ1
APC	TRIM23
APC	USP34
APC	ZADH2
APC	ZBTB6
APC	ZDHHC21
APC	ZNF252
APC	ZNF41
APC	AKT1
APC	AMHR2
APC	BIRC5
APC	DLG1
APC	DNMT1
APC	F8
APC	KLF4
APC	MYC
APC	NOS2
APC	ODC1
APC	PTGS2
APC	SGK1
ANGEL2	C12orf29
ANGEL2	DENR
ANGEL2	ERCC8
ANGEL2	MRPL42
ANGEL2	NCBP2
ANGEL2	ORC5L
ANGEL2	PPIL5
ANGEL2	TMEM48
ANGEL2	UCHL5
ANAPC11	ADSL
ANAPC11	BOLA3
ANAPC11	C11orf73
ANAPC11	C12orf24
ANAPC11	C19orf62
ANAPC11	C6orf125
ANAPC11	C9orf32
ANAPC11	CCDC99
ANAPC11	CCT2
ANAPC11	CDKN3
ANAPC11	CKAP5
ANAPC11	CLPP
ANAPC11	EVX1
ANAPC11	FCGRT
ANAPC11	FEN1
ANAPC11	FLAD1
ANAPC11	GBP2
ANAPC11	GEMIN7
ANAPC11	GTF2H4
ANAPC11	GUCY1A3
ANAPC11	LMO7
ANAPC11	LSMD1
ANAPC11	MAD2L1
ANAPC11	MCM4
ANAPC11	MPP6
ANAPC11	MRPL11
ANAPC11	MRPL53
ANAPC11	MRPS11
ANAPC11	MRPS14
ANAPC11	NAP1L4
ANAPC11	NDUFA8
ANAPC11	NDUFS6
ANAPC11	NT5C
ANAPC11	PATZ1
ANAPC11	PDXP
ANAPC11	PLK1
ANAPC11	PRPS1
ANAPC11	RAE1
ANAPC11	RC3H2
ANAPC11	RFC3
ANAPC11	RFC5
ANAPC11	RPUSD3
ANAPC11	RRM1
ANAPC11	SENP1
ANAPC11	SIP1
ANAPC11	SSX2IP
ANAPC11	TIMM13
ANAPC11	TMEM48
ANAPC11	TMTC4
ANAPC11	TOP3B
ANAPC11	TRRAP
ANAPC11	WDR18
ANAPC11	WHSC1
ANAPC11	YRDC
ANKRD10	CPSF1
ANKRD50	TWSG1
APEX2	AHCY
APEX2	ALG3
APEX2	APRT
APEX2	ASF1B
APEX2	ATAD3A
APEX2	ATAD3B
APEX2	BAK1
APEX2	BRRN1
APEX2	CAD
APEX2	CAPNS2
APEX2	CD300LG
APEX2	CDCA8
APEX2	CLN6
APEX2	COMMD4
APEX2	CSNK2B
APEX2	DKC1
APEX2	DPM2
APEX2	DPP3
APEX2	EXOSC3
APEX2	FARSA
APEX2	FBXL19
APEX2	FTSJ1
APEX2	GART
APEX2	GRK6
APEX2	GSS
APEX2	GTF3C2
APEX2	HDGF
APEX2	KIAA1109
APEX2	KLHDC1
APEX2	LAS1L
APEX2	LIG3
APEX2	LRRC59
APEX2	MIF
APEX2	MTX1
APEX2	NME1-NME2
APEX2	NPM1
APEX2	PES1
APEX2	POLR2G
APEX2	RAB35
APEX2	RCC1
APEX2	RNF26
APEX2	SAMD1
APEX2	SDF2L1
APEX2	SF3B2
APEX2	SLC25A5
APEX2	SNRPA
APEX2	TMEM183A
APEX2	TRABD
APEX2	UBE2I
APEX2	UCK2
APEX2	VPS25
APEX2	WDR4
APEX2	WDR51A
APEX2	XRCC5
APEX2	ZDHHC12
ANKRD39	BOLA3
ANKRD39	C19orf62
ANKRD39	CARD9
ANKRD39	CCT7
ANKRD39	CDADC1
ANKRD39	CHCHD1
ANKRD39	CLPP
ANKRD39	COPS8
ANKRD39	COX4NB
ANKRD39	GRPEL1
ANKRD39	LARS2
ANKRD39	MRPL13
ANKRD39	MRPL22
ANKRD39	MRPS12
ANKRD39	PMPCA
ANKRD39	POLR3K
ANKRD39	PPP1R7
ANKRD39	PSMB7
ANKRD39	PSME3
ANKRD39	PSTK
ANKRD39	RNASEH1
ANKRD39	RPUSD3
ANKRD39	STOML2
ANKRD39	TMEM177
ANKRD39	VDAC3
ANKRD39	WDR18
ANKRD39	ZNHIT3
APEX1	AGBL5
APEX1	ALDH18A1
APEX1	ALG8
APEX1	ARHGAP22
APEX1	BTF3
APEX1	C15orf44
APEX1	C19orf48
APEX1	CAD
APEX1	CBX2
APEX1	CCT4
APEX1	CDCA8
APEX1	CDK4
APEX1	CENPM
APEX1	CNOT10
APEX1	CNPY2
APEX1	CSNK2B
APEX1	CTNND1
APEX1	DCTN5
APEX1	DDX50
APEX1	DKC1
APEX1	DTYMK
APEX1	EBPL
APEX1	FARSB
APEX1	GEMIN4
APEX1	HNRNPC
APEX1	ILF2
APEX1	IMPDH2
APEX1	ITPA
APEX1	MCM3
APEX1	MCM7
APEX1	NLE1
APEX1	NME1-NME2
APEX1	NOB1
APEX1	NOLA2
APEX1	NONO
APEX1	NVL
APEX1	PLK4
APEX1	POLR2G
APEX1	PRMT5
APEX1	RANBP1
APEX1	RPL13A
APEX1	RPL7A
APEX1	RPLP0
APEX1	RPS2
APEX1	RPS5
APEX1	RPS6
APEX1	RUVBL2
APEX1	SLC25A15
APEX1	SLC5A6
APEX1	SNRPB
APEX1	SSRP1
APEX1	TH1L
APEX1	TSEN54
APEX1	TSTA3
APEX1	WDR61
APEX1	XPO5
APEX1	CCL2
APEX1	CD19
APEX1	CYP11B2
APEX1	NFKB1
APEX1	PTH
APEX1	RELA
APEX1	SLC5A5
AP2B1	ATXN3
AP2B1	CRKL
AP2B1	GAPDH
AP2B1	KIF5B
AP2B1	MAP3K1
AP2B1	MAPK1
AP2B1	MFN1
AP2B1	NEK9
AP2B1	NSD1
AP2B1	PATL1
AP2B1	PCTK1
AP2B1	PCYT1A
AP2B1	PSME3
AP2B1	PVR
AP2B1	SENP2
AP2B1	SEPT13
AP2B1	SEPT2
AP2B1	SMEK2
AP2B1	SNX19
AP2B1	TTLL13
AP2B1	UBFD1
AP2B1	WDR68
APITD1	AK2
APITD1	ALDH18A1
APITD1	BUB3
APITD1	C19orf48
APITD1	CDC25A
APITD1	CDC45L
APITD1	CDCA5
APITD1	CFLAR
APITD1	CHEK2
APITD1	CKS1B
APITD1	EBNA1BP2
APITD1	GINS2
APITD1	GMPS
APITD1	LIG1
APITD1	PPP1R8
APITD1	SLC25A15
APITD1	TFDP1
APITD1	TIMELESS
APITD1	TMEM48
APITD1	TYMS
APITD1	UMPS
APITD1	WDR4
APPBP2	GARNL1
APTX	AATF
APTX	ACOT7
APTX	ACP1
APTX	AGPS
APTX	AHCY
APTX	ALG9
APTX	AMMECR1
APTX	AQP1
APTX	BCL2L12
APTX	BRMS1
APTX	BTRC
APTX	BUB3
APTX	C14orf143
APTX	C14orf145
APTX	C14orf172
APTX	C14orf21
APTX	C18orf10
APTX	C18orf17
APTX	C1QBP
APTX	C4orf28
APTX	C8orf33
APTX	C9orf105
APTX	CENPA
APTX	CLN6
APTX	CNOT1
APTX	COMMD4
APTX	COX4NB
APTX	CSTF2
APTX	DARS2
APTX	DCTN5
APTX	DEF8
APTX	DENR
APTX	DTYMK
APTX	EDC3
APTX	EFTUD2
APTX	ENTPD7
APTX	ERCC8
APTX	ERLIN1
APTX	EXOSC2
APTX	EXOSC3
APTX	EXOSC4
APTX	FAM120A
APTX	FAM78B
APTX	FANCI
APTX	FARSA
APTX	FBXL6
APTX	FEN1
APTX	FLAD1
APTX	FTSJ1
APTX	GART
APTX	GDI2
APTX	GLRX3
APTX	GORASP2
APTX	GTF2E2
APTX	GTF3C2
APTX	GTF3C3
APTX	HDAC8
APTX	HPS3
APTX	KATNB1
APTX	KLHL2
APTX	L3MBTL2
APTX	LRRC59
APTX	LSM11
APTX	MAD2L1
APTX	MAD2L2
APTX	MGAT2
APTX	MRPL42
APTX	MRTO4
APTX	MSI2
APTX	NCOA1
APTX	NME1-NME2
APTX	NOC4L
APTX	NOLC1
APTX	NSDHL
APTX	NUP155
APTX	OTUB1
APTX	PAICS
APTX	PCGF3
APTX	PCMTD1
APTX	PDCD11
APTX	PDGFRB
APTX	PLK1
APTX	POLR1C
APTX	PPIL5
APTX	PRDX1
APTX	PRELID1
APTX	PSMA5
APTX	PSMB1
APTX	PSMB2
APTX	PSMB7
APTX	PSME3
APTX	PUSL1
APTX	PWP1
APTX	RAD51L3
APTX	RAE1
APTX	RAI2
APTX	RAN
APTX	RANGAP1
APTX	REXO4
APTX	RFC2
APTX	RFC3
APTX	RFC5
APTX	RFT1
APTX	RNASEH2A
APTX	RNGTT
APTX	RPS19
APTX	RRM1
APTX	SAAL1
APTX	SCD
APTX	SENP1
APTX	SLC35A2
APTX	SPARCL1
APTX	SURF4
APTX	SUV39H1
APTX	TBRG4
APTX	TDP1
APTX	THG1L
APTX	TMCO7
APTX	TMEM103
APTX	TMEM140
APTX	TMEM48
APTX	TREX1
APTX	TSGA14
APTX	TTLL12
APTX	TXNDC17
APTX	UACA
APTX	UBE2I
APTX	UBE2N
APTX	UCK2
APTX	UMPS
APTX	WDR18
APTX	WDR4
APTX	WDR57
APTX	WHSC1
APTX	XPNPEP1
APTX	XPO5
APTX	YRDC
APTX	ZBTB20
APTX	ZDHHC3
APTX	ZNF44
ARD1A	CHCHD8
ARD1A	MRPS16
ARD1A	POLD2
ARD1A	SIVA1
ARD1A	TOMM40
ARHGAP22	AMBP
ARHGAP22	ATP6V1D
ARID3A	ADRBK1
ARID3A	MYCN
ARID3A	EFEMP1
ARID3A	HBA1
ARID3A	HBQ1
ARID3A	HSF2
ARID3A	MBD1
ARID3A	RAB8A
ARID3A	NFATC4
ARID3A	RBBP7
ARID3A	RPL29
ARID3A	TFEB
ARID3A	USO1
ARID3A	AP3D1
ARID3A	IST1
ARID3A	DPP3
ARID3A	ACTR1B
ARID3A	CNIH1
ARID3A	PITRM1
ARID3A	GAS2L1
ARID3A	RPP40
ARID3A	PNPLA6
ARID3A	ANKRD6
ARID3A	FTSJ1
ARID3A	TMEM251
ARID3A	CHORDC1
ARID3A	SNX12
ARID3A	NIN
ARID3A	ARMCX3
ARID3A	STX18
ARID3A	USP40
ARID3A	EXOC2
ARID3A	C8orf44
ARID3A	VTRNA1-1
ARID3A	MCOLN1
ARID3A	LRFN2
ARID3A	MICAL3
ARID3A	MOAP1
ARID3A	VCPIP1
ARID3A	WDR34
ARID3A	FAM104B
ARID3A	PRKCDBP
ARID3A	CFAP53
ARID3A	PLA2G4D
ARID3A	STX18-AS1
ARID3A	C8orf44-SGK3
ARID3A	CDC6
ARID3A	CDK1
ARID3A	CR2
ARID3A	E2F1
ARID3A	PML
ARID3A	RBL1
ARID4B	DUSP3
ARID4B	FLII
ARID4B	MAPKAP1
ARID4B	POLR2E
ARID4B	RAD23A
ARID4B	SDHC
ARID4B	SFPQ
ARID4B	USP34
ARID4B	VDAC1
ARMCX3	ARMCX1
ARMCX3	GPRASP2
ARMCX3	KARS
ARMCX3	MAGEH1
ARMCX3	NDFIP1
ARID1A	TNPO2
ARID1A	CDKN1A
ARID1A	IGH
ARID1A	SMAD3
APPL2	ASB10
APPL2	GALNT14
APPL2	ITFG1
APPL2	KLC3
ARHGAP25	ACRV1
ARHGAP25	ACTN2
ARHGAP25	ADAM8
ARHGAP25	BIN2
ARHGAP25	BTK
ARHGAP25	C3orf68
ARHGAP25	CAP2
ARHGAP25	CD37
ARHGAP25	CD52
ARHGAP25	CENTB1
ARHGAP25	CFL2
ARHGAP25	CLEC4F
ARHGAP25	CNR2
ARHGAP25	COLEC10
ARHGAP25	CTSS
ARHGAP25	CYP2C9
ARHGAP25	DNAH7
ARHGAP25	E2F4
ARHGAP25	ELOF1
ARHGAP25	FERMT3
ARHGAP25	GCNT2
ARHGAP25	GMFG
ARHGAP25	HTR3A
ARHGAP25	INHBC
ARHGAP25	IQSEC2
ARHGAP25	IRF8
ARHGAP25	KRT82
ARHGAP25	LAIR1
ARHGAP25	LAPTM5
ARHGAP25	LGALS9
ARHGAP25	LILRB1
ARHGAP25	LILRB2
ARHGAP25	LOXL2
ARHGAP25	LST1
ARHGAP25	MFSD1
ARHGAP25	NCF1
ARHGAP25	NCF4
ARHGAP25	NDUFA9
ARHGAP25	NECAP1
ARHGAP25	NHEJ1
ARHGAP25	NLGN2
ARHGAP25	NLRP1
ARHGAP25	OR51B6
ARHGAP25	OR5L2
ARHGAP25	OSGEP
ARHGAP25	PARVG
ARHGAP25	PAX8
ARHGAP25	PHLPPL
ARHGAP25	PLEK
ARHGAP25	PSEN1
ARHGAP25	PTAFR
ARHGAP25	PTPRC
ARHGAP25	RNF170
ARHGAP25	RRH
ARHGAP25	SIGLEC10
ARHGAP25	SIGLEC6
ARHGAP25	SMOC2
ARHGAP25	SPI1
ARHGAP25	SYK
ARHGAP25	TAGAP
ARHGAP25	TCF20
ARHGAP25	UBA7
ARHGAP25	UBE2J2
ARHGAP25	WDFY4
ARHGAP25	WNT6
ARHGAP25	ZNF23
ARHGAP25	ZNF664
ARID1B	AACS
ARID1B	BARHL1
ARID1B	BRWD2
ARID1B	C22orf24
ARID1B	CAPZA2
ARID1B	CEP68
ARID1B	CNR2
ARID1B	CPSF6
ARID1B	CSNK1A1
ARID1B	CSNK1D
ARID1B	CUL3
ARID1B	DHRSX
ARID1B	E2F4
ARID1B	EMID2
ARID1B	FAM135B
ARID1B	FMN2
ARID1B	FOXR2
ARID1B	H1FNT
ARID1B	IMMP2L
ARID1B	IRGM
ARID1B	JSRP1
ARID1B	KIAA0240
ARID1B	KIAA1267
ARID1B	KTN1
ARID1B	LNPEP
ARID1B	MBD6
ARID1B	MBNL1
ARID1B	MED13L
ARID1B	MYST3
ARID1B	NLGN2
ARID1B	NLRP1
ARID1B	NPTN
ARID1B	NSF
ARID1B	NUDCD3
ARID1B	OR51I2
ARID1B	OSBPL9
ARID1B	PCTK2
ARID1B	PIAS1
ARID1B	PIK3C2A
ARID1B	PKN3
ARID1B	RAP1A
ARID1B	RBM6
ARID1B	RCAN1
ARID1B	RFX3
ARID1B	ROCK1
ARID1B	SCFD1
ARID1B	SENP6
ARID1B	STT3B
ARID1B	STX5
ARID1B	SURF4
ARID1B	TAC3
ARID1B	TAS2R49
ARID1B	TCF12
ARID1B	TMCC1
ARID1B	TNRC6B
ARID1B	UBE2D3
ARID1B	UBR5
ARID1B	USP34
ARID1B	VPS35
ARID1B	WNK1
ARID1B	XPO7
ARID1B	YAF2
ARID1B	ZCCHC7
ARID1B	ZFAND3
ARID1B	ZFAND6
ARID1B	ZNF407
ARID1B	ZNF493
ARID1B	ZNF518A
ARID1B	ZNF644
ARID1B	IGH
APPL1	UBR3
ARID2	ADNP
ARID2	AGTPBP1
ARID2	ANAPC5
ARID2	ASXL2
ARID2	ATP2C1
ARID2	BBX
ARID2	BIRC6
ARID2	C10orf18
ARID2	C12orf62
ARID2	C2orf33
ARID2	CASD1
ARID2	CDYL
ARID2	CEP192
ARID2	CHD1L
ARID2	CLASP2
ARID2	CPSF1
ARID2	CUGBP1
ARID2	ETNK1
ARID2	FAM48A
ARID2	GARNL1
ARID2	GLMN
ARID2	GPBP1L1
ARID2	GTF2A1L
ARID2	HAGHL
ARID2	HIAT1
ARID2	HNRPD
ARID2	IREB2
ARID2	JMJD1C
ARID2	JMJD2C
ARID2	KIAA1267
ARID2	KLHL8
ARID2	LSM14A
ARID2	MED13L
ARID2	MON2
ARID2	NAT13
ARID2	NLK
ARID2	PAN3
ARID2	PAPD4
ARID2	PDS5A
ARID2	PDS5B
ARID2	PIAS1
ARID2	PIK3C2A
ARID2	POU2F1
ARID2	PPIG
ARID2	PPP3R1
ARID2	PRKAA1
ARID2	PRPF38B
ARID2	PTBP2
ARID2	PTEN
ARID2	RAB22A
ARID2	RANBP9
ARID2	RAPGEF6
ARID2	RSF1
ARID2	SBF2
ARID2	SCFD1
ARID2	SETD5
ARID2	SFRS4
ARID2	SLC30A7
ARID2	SOS1
ARID2	SP3
ARID2	SRP54
ARID2	TCF12
ARID2	TIA1
ARID2	TMED10
ARID2	TRIM33
ARID2	UBE2D3
ARID2	UBE3C
ARID2	USP3
ARID2	USP34
ARID2	VPS35
ARID2	YY1AP1
ARID2	ZCCHC7
ARID2	ZFAND6
ARID2	ZNF609
ARID2	ZNF638
ARHGEF1	ATF7IP
ARHGEF1	BACH2
ARHGEF1	C14orf44
ARHGEF1	CEP27
ARHGEF1	DLGAP4
ARHGEF1	FAM128B
ARHGEF1	FAM29A
ARHGEF1	FAM57B
ARHGEF1	FAM63A
ARHGEF1	FBXW12
ARHGEF1	GPR157
ARHGEF1	GPR64
ARHGEF1	IRS4
ARHGEF1	KLHL24
ARHGEF1	MTMR1
ARHGEF1	OGFR
ARHGEF1	PMS2L11
ARHGEF1	RABGEF1
ARHGEF1	RPL35A
ARHGEF1	SAMHD1
ARHGEF1	SEPT13
ARHGEF1	SLC22A3
ARHGEF1	SRR
ARHGEF1	TAOK1
ARHGEF1	THADA
ARHGEF1	UACA
ARHGEF1	UBE2D2
ARHGEF1	UTP15
ARHGEF1	YY1AP1
ARHGEF1	ZNF160
ARMC5	CHCHD5
