geneA_genesym	geneB_genesym
TRIM28	UBC
TRIM28	UBD
TRIM28	UBE2C
TRIM28	UBE2D1
TRIM28	UBE2D2
TRIM28	UBE2D3
TRIM28	UBE2E1
TRIM28	UBE2E2
TRIM28	UBE2H
TRIM28	UBE2I
TRIM28	UBE2L3
TRIM28	UBE2N
TRIM28	UBE2U
TRIM28	UBP1
TRIM28	UBQLN1
TRIM28	UHRF1
TRIM28	VHL
TRIM28	VIM
TRIM28	WRAP73
TRIM28	WRNIP1
TRIM28	YWHAQ
TRIM28	YWHAZ
TRIM28	ZFP57
TRIM28	ZNF10
TRIM28	ZNF124
TRIM28	ZNF133
TRIM28	ZNF140
TRIM28	ZNF197
TRIM28	ZNF2
TRIM28	ZNF224
TRIM28	ZNF256
TRIM28	ZNF324
TRIM28	ZNF350
TRIM28	ZNF382
TRIM28	ZNF420
TRIM28	ZNF496
TRIM28	ZNF552
TRIM28	ZNF566
TRIM28	ZNF689
TRIM28	ZNF8
TRIM28	ZWINT
TRIM29	TSGA10
TRIM29	UBE2I
TRIM29	VIM
TRIM3	UBE2D4
TRIM3	UBE2G2
TRIM3	UBE2K
TRIM3	UBE2U
TRIM3	ZFYVE28
TRIM31	UBE2D1
TRIM31	UBE2D2
TRIM31	UBE2D3
TRIM31	UBE2D4
TRIM31	UBE2E2
TRIM31	UBE2K
TRIM31	UBE2W
TRIM31	USP7
TRIM31	ZSCAN1
TRIM32	TRIM5
TRIM32	UBC
TRIM32	UBD
TRIM32	UBE2D1
TRIM32	UBE2D2
TRIM32	UBE2D3
TRIM32	UBE2E1
TRIM32	UBE2E2
TRIM32	UBE2E3
TRIM32	UBE2N
TRIM32	UBE2U
TRIM32	UBE2V2
TRIM32	UBQLN1
TRIM32	UBQLN4
TRIM32	VPS11
TRIM32	XIAP
TRIM32	YWHAB
TRIM32	YWHAE
TRIM32	YWHAG
TRIM32	YWHAH
TRIM32	YWHAQ
TRIM32	YWHAZ
TRIM33	UBC
TRIM33	UBE2D3
TRIM33	UBE2I
TRIM34	TRIM5
TRIM34	UBC
TRIM34	UBE2K
TRIM34	UBE2U
TRIM34	USP2
TRIM35	TRIM5
TRIM35	TSG101
TRIM35	UBE2D1
TRIM35	UBE2D2
TRIM35	UBE2D3
TRIM35	UBE2D4
TRIM35	UBE2K
TRIM35	UBE2U
TRIM35	UBE2W
TRIM35	USP2
TRIM35	USP49
TRIM36	UBE2D2
TRIM36	UBE2H
TRIM37	UBB
TRIM37	UBC
TRIM37	UBE2D1
TRIM37	UBE2D2
TRIM37	UBE2D3
TRIM37	UBE2E1
TRIM37	UBE2E2
TRIM37	UBE2E3
TRIM37	UBE2H
TRIM37	UBE2U
TRIM37	ZNF417
TRIM37	ZNF655
TRIM38	UBC
TRIM38	UBE2D1
TRIM38	UBE2D2
TRIM38	UBE2D3
TRIM38	UBE2D4
TRIM38	UBE2E1
TRIM38	UBE2E2
TRIM38	UBE2E3
TRIM38	UBE2U
TRIM39-RPP21	UBC
TRIM39	TRIM8
TRIM39	UBC
TRIM39	UBE2D1
TRIM39	UBE2D2
TRIM39	UBE2D3
TRIM39	UBE2D4
TRIM39	UBE2E1
TRIM39	UBE2E2
TRIM39	UBE2E3
TRIM39	UBE2K
TRIM39	UBE2L3
TRIM39	UBE2N
TRIM39	UBE2W
TRIM39	UBTD1
TRIM39	USP2
TRIM39	USP39
TRIM39	USP5
TRIM39	WDFY3
TRIM4	TRIM41
TRIM4	UBC
TRIM4	UBD
TRIM41	TRIM52
TRIM41	UBC
TRIM41	UBE2D2
TRIM41	UBE2I
TRIM41	ZBTB48
TRIM41	ZBTB8A
TRIM41	ZNF473
TRIM43	TRIM8
TRIM43	UBC
TRIM43	UBE2D1
TRIM43	UBE2D2
TRIM43	UBE2D3
TRIM43	UBE2D4
TRIM43	UBE2G2
TRIM43	UBE2K
TRIM44	UBC
TRIM45	UBC
TRIM45	UBE2D1
TRIM45	UBE2D2
TRIM45	UBE2D3
TRIM45	UBE2D4
TRIM45	UBE2E1
TRIM45	UBE2E2
TRIM45	UBE2E3
TRIM46	TRIM9
TRIM46	TSG101
TRIM46	UBE2U
TRIM46	UBE2Z
TRIM46	UCHL5
TRIM46	USP1
TRIM46	USP15
TRIM46	USP2
TRIM46	USP32
TRIM47	TRIM8
TRIM47	TSG101
TRIM47	UBC
TRIM47	UBD
TRIM47	UBE2U
TRIM48	UBC
TRIM49B	UBC
TRIM5	TRIM6
TRIM5	TUBA1A
TRIM5	UBB
TRIM5	UBC
TRIM5	UBE2D1
TRIM5	UBE2D2
TRIM5	UBE2D3
TRIM5	UBE2D4
TRIM5	UBE2H
TRIM5	UBE2K
TRIM5	UBE2N
TRIM5	UBE2U
TRIM5	UBE2V2
TRIM5	USP15
TRIM5	USP2
TRIM5	USP21
TRIM5	USP39
TRIM5	USP5
TRIM5	ZWINT
TRIM50	UBC
TRIM50	UBE2D1
TRIM50	UBE2D2
TRIM50	UBE2D3
TRIM50	UBE2D4
TRIM50	UBE2E1
TRIM50	UBE2E2
TRIM50	UBE2E3
TRIM50	UBE2N
TRIM51	UBC
TRIM52	UBC
TRIM54	TRIM55
TRIM54	TRIM63
TRIM54	UBC
TRIM54	UBE2D3
TRIM54	UBE2I
TRIM54	UBE2U
TRIM55	TRIM63
TRIM55	UBE2D1
TRIM55	UBE2D2
TRIM55	UBE2D3
TRIM55	UBE2I
TRIM55	USP13
TRIM55	USP39
TRIM56	UBC
TRIM56	UBD
TRIM56	UBE2H
TRIM59	UBC
TRIM6-TRIM34	UBC
TRIM62	UBC
TRIM63	TTN
TRIM63	UBC
TRIM63	UBE2D1
TRIM63	UBE2D2
TRIM63	UBE2D3
TRIM63	UBE2I
TRIM63	UBE2J1
TRIM63	UBE2U
TRIM63	UQCRC1
TRIM63	USP13
TRIM63	UXT
TRIM64C	UBD
TRIM65	UBC
TRIM65	UBE2U
TRIM65	UBE2Z
TRIM65	UBE3A
TRIM68	UBC
TRIM68	UBE2D3
TRIM68	UBE2U
TRIM69	YES1
TRIM7	UBE2D1
TRIM7	UBE2D2
TRIM7	UBE2D3
TRIM7	UBE2E1
TRIM71	UBC
TRIM72	UBE2H
TRIM72	UBE2I
TRIM72	UBE2N
TRIM74	TSG101
TRIM74	UBE2U
TRIM74	USP15
TRIM74	USP2
TRIM74	USP32
TRIM77	UBC
TRIM8	TRIM9
TRIM8	UBE2D1
TRIM8	UBE2D2
TRIM8	UBE2D3
TRIM8	UBE2D4
TRIM8	UBE2L6
TRIM8	UBE2W
TRIM8	UHRF2
TRIM8	USP2
TRIM8	USP21
TRIM8	USP39
TRIM8	USP7
TRIM8	XIAP
TRIM9	UBC
TRIM9	UBE2G2
TRIM9	USP2
TRIM9	USP21
TRIM9	VASP
TRIML1	USP5
TRIO	UBC
TRIOBP	UBC
TRIOBP	VIM
TRIP10	TSEN2
TRIP10	UBC
TRIP10	WAS
TRIP10	WASL
TRIP10	WBP11
TRIP10	WDR44
TRIP11	TRIP6
TRIP11	UBC
TRIP11	USO1
TRIP11	YWHAE
TRIP12	UBC
TRIP12	UBE2D1
TRIP12	UBE2L3
TRIP12	USP11
TRIP12	USP7
TRIP12	VCP
TRIP13	TTC37
TRIP13	UBA1
TRIP13	UBC
TRIP13	UBD
TRIP13	UBE2I
TRIP13	USP32
TRIP13	WDYHV1
TRIP13	ZC3HC1
TRIP13	ZNF655
TRIP4	UBC
TRIP4	XBP1
TRIP6	TTC1
TRIP6	TTLL12
TRIP6	UBA2
TRIP6	UBC
TRIP6	UBE2C
TRIP6	UBE4B
TRIP6	UFM1
TRIP6	UNK
TRIP6	VCL
TRIP6	ZYX
TRMT1	TWF1
TRMT1	TXNDC5
TRMT1	UBC
TRMT1	VBP1
TRMT1	XRCC5
TRMT1	ZNF598
TRMT10C	UBC
TRMT10C	UBD
TRMT10C	USP39
TRMT11	WDR48
TRMT112	UBC
TRMT112	UPF1
TRMT112	VHL
TRMT1L	UBC
TRMT1L	VRK1
TRMT2A	UBC
TRMT2B	UBC
TRMT44	UBC
TRMT5	UBC
TRMT6	UBC
TRMT6	VPS35
TRMT61A	UBC
TRMT61A	VPS35
TRMT61A	VPS36
TRMU	UBC
TRNAU1AP	UBC
TRNT1	TXNDC17
TRNT1	UBA6
TRNT1	UBC
TRNT1	UBXN1
TRNT1	USP5
TRO	TROAP
TRO	UBC
TRO	USP7
TROAP	UBC
TROVE2	UBC
TROVE2	UGP2
TROVE2	XPO7
TRPA1	UBC
TRPC1	TRPC3
TRPC1	TRPC4
TRPC1	TRPC4AP
TRPC1	TRPC5
TRPC1	TRPC6
TRPC3	TRPC4
TRPC3	TRPC5
TRPC3	TRPC6
TRPC3	VAMP2
TRPC3	WNK4
TRPC4	TRPC4AP
TRPC4	TRPC5
TRPC4	TRPC6
TRPC4	UBC
TRPC4AP	TRPC5
TRPC4AP	UBC
TRPC5	TRPC6
TRPC5	UBC
TRPM2	UBC
TRPM4	UBC
TRPM7	UBC
TRPM8	TXLNA
TRPM8	USP10
TRPM8	ZC3H18
TRPS1	UBE2I
TRPV2	UBC
TRPV3	UBC
TRPV4	UBC
TRPV4	YES1
TRPV5	USF2
TRPV6	UBC
TRRAP	TTI1
TRRAP	UBC
TRRAP	USF1
TRRAP	USP22
TRRAP	VDR
TRRAP	ZNF148
TRUB1	UBC
TRUB2	UBC
TRUB2	YBX1
TSC1	TSC2
TSC1	UBC
TSC1	YWHAB
TSC1	YWHAE
TSC1	YWHAG
TSC1	YWHAH
TSC1	YWHAQ
TSC1	YWHAZ
TSC2	UBC
TSC2	UBE3A
TSC2	YWHAB
TSC2	YWHAE
TSC2	YWHAG
TSC2	YWHAH
TSC2	YWHAQ
TSC2	YWHAZ
TSC22D1	TTC27
TSC22D1	TTI1
TSC22D1	UBC
TSC22D1	UBE2D1
TSC22D1	UBE2I
TSC22D1	UCK2
TSC22D1	UNC119
TSC22D1	USMG5
TSC22D1	USP9X
TSC22D1	VEPH1
TSC22D1	VIM
TSC22D1	WDR73
TSC22D1	WIZ
TSC22D1	WNK1
TSC22D1	XPO5
TSC22D1	XPO7
TSC22D1	ZC3HC1
TSC22D1	ZW10
TSC22D2	UBC
TSC22D3	UBC
TSC22D3	UBE2I
TSC22D4	UBLCP1
TSC22D4	ZMYND10
TSC22D4	ZNF580
TSEN15	UBC
TSEN2	USP8
TSEN34	TSEN54
TSEN34	UBC
TSEN54	UBC
TSFM	UBC
TSFM	YWHAZ
TSG101	UBC
TSG101	UBD
TSG101	UPF1
TSG101	VASP
TSG101	VCP
TSG101	VPS11
TSG101	VPS36
TSG101	VPS37A
TSG101	VPS37B
TSG101	VPS37C
TSG101	VRK3
TSG101	WDR12
TSG101	WDR26
TSG101	XPO1
TSG101	ZFYVE9
TSGA10	TUBA3C
TSGA10	TUBB
TSGA10	VIM
TSHR	UBC
TSHZ3	UBC
TSKS	TSSK2
TSKS	USP10
TSN	TTC4
TSN	UBA6
TSN	UBC
TSN	UCHL3
TSN	VPS29
TSN	WDR12
TSN	ZBTB18
TSNAX	TSNAXIP1
TSNAX	UBC
TSNAX	YAP1
TSNAXIP1	UBE2L3
TSPAN10	UBC
TSPAN14	UBC
TSPAN3	UBC
TSPAN4	UBC
TSPAN5	UBC
TSPAN6	UBC
TSPAN9	UBC
TSPO	UBC
TSPY1	UBC
TSPY10	UBC
TSPY2	UBC
TSPY4	UBC
TSPY8	UBC
TSPYL1	UBC
TSPYL2	UBC
TSPYL4	UBC
TSPYL5	UBC
TSPYL5	USP7
TSR1	UBAC2
TSR1	UBC
TSR1	VPS16
TSR1	WDR26
TSR1	WIBG
TSR1	YES1
TSR1	YWHAZ
TSR2	UBC
TSR2	USP39
TSR3	UBC
TSSC1	TXN
TSSC1	UBC
TSSC1	UBD
TSSC4	UBA1
TSSC4	WDR70
TSSK2	ZC3H15
TST	UBC
TST	UBE2M
TSTA3	UBC
TSTD2	UBC
TTBK1	TTBK2
TTBK2	UBC
TTBK2	ZWINT
TTC1	TTLL12
TTC1	UBC
TTC1	UBE2B
TTC1	UBE2D2
TTC1	UBQLN2
TTC1	UBXN1
TTC1	UCHL3
TTC1	UFM1
TTC1	VAT1
TTC1	XPO5
TTC1	XPO7
TTC1	ZFYVE19
TTC1	ZRANB2
TTC12	UBC
TTC14	UBC
TTC17	UBC
TTC19	UBA1
TTC19	UBC
TTC19	UPF3B
TTC21B	UBC
TTC21B	UBD
TTC25	UBC
TTC26	UBC
TTC27	TXLNA
TTC27	UBC
TTC28	UBC
TTC28	ZNF862
TTC3	TTN
TTC3	UBC
TTC3	UBE2D2
TTC3	UBE3A
TTC32	UBC
TTC33	UBC
TTC36	UBC
TTC37	UBC
TTC38	UBC
TTC39B	UBC
TTC4	TXLNG
TTC4	UBC
TTC4	UBE2S
TTC4	VCP
TTC4	VPS26A
TTC4	VPS29
TTC4	VPS35
TTC4	VPS36
TTC5	UBC
TTC7A	UBC
TTC7B	UBC
TTC8	UBC
TTC9C	TTLL12
TTC9C	UBA2
TTC9C	UBC
TTC9C	UBE2C
TTC9C	UBE2V2
TTC9C	UBE4B
TTC9C	UBL7
TTC9C	UBQLN4
TTC9C	UCHL3
TTC9C	UFC1
TTC9C	VPS4B
TTC9C	YAP1
TTC9C	ZFYVE19
TTC9C	ZRANB2
TTF1	UBC
TTF2	UBC
TTF2	UBD
TTF2	ZSCAN1
TTI1	TTI2
TTI1	TUBA1A
TTI1	UBC
TTI1	URI1
TTI2	UBC
TTK	TUBB
TTK	UBC
TTK	UBE4B
TTK	VCP
TTK	WDR5
TTLL12	UBC
TTLL12	UBE2A
TTLL12	UBE2B
TTLL12	UBE2C
TTLL12	UBE2D1
TTLL12	UBE2V2
TTLL12	UBXN7
TTLL12	UFM1
TTLL12	UNK
TTLL12	USP34
TTLL12	USP9X
TTLL12	VBP1
TTLL12	VPS4B
TTLL12	ZRANB2
TTLL12	ZYX
TTLL4	UBC
TTLL5	UBC
TTN	UBC
TTN	UBE2I
TTN	UGP2
TTN	VAV2
TTN	VDAC1
TTN	YWHAQ
TTR	TUBA1A
TTR	VIM
TTR	ZBED1
TTYH1	UBC
TTYH2	UBC
TTYH3	UBC
TUB	UBC
TUBA1A	TUBB
TUBA1A	TUBB2A
TUBA1A	TUBB4B
TUBA1A	TUBB6
TUBA1A	UBC
TUBA1A	UBE2D3
TUBA1A	UBL4A
TUBA1A	UCHL1
TUBA1A	USP32
TUBA1A	USP50
TUBA1A	VAV1
TUBA1A	VCL
TUBA1A	VHL
TUBA1A	YWHAB
TUBA1A	YWHAE
TUBA1A	YWHAG
TUBA1A	YWHAQ
TUBA1A	YWHAZ
TUBA1A	ZAP70
TUBA1B	TUBB
TUBA1B	TUBB1
TUBA1B	TUBB2A
TUBA1B	TUBB2B
TUBA1B	TUBB3
TUBA1B	TUBB4B
TUBA1B	TUBB6
TUBA1B	U2AF1
TUBA1B	UBASH3B
TUBA1B	UBC
TUBA1B	UBD
TUBA1B	UBL4A
TUBA1B	UBQLN1
TUBA1B	VDAC1
TUBA1B	YWHAZ
TUBA1B	ZAP70
TUBA1B	ZMYM2
TUBA1C	TUBB
TUBA1C	TUBB2A
TUBA1C	TUBB3
TUBA1C	TUBB4B
TUBA1C	TUBB6
TUBA1C	TUBB8
TUBA1C	TXNRD1
TUBA1C	UBC
TUBA1C	UBD
TUBA1C	UBL4A
TUBA1C	UBXN6
TUBA1C	YWHAQ
TUBA3C	UBC
TUBA3C	UBL4A
TUBA3C	VHL
TUBA3C	YWHAB
TUBA3C	YWHAG
TUBA3C	YWHAQ
TUBA3C	YWHAZ
TUBA3E	UBC
TUBA3E	UBL4A
TUBA3E	VBP1
TUBA3E	VHL
TUBA3E	YWHAE
TUBA4A	TUBB
TUBA4A	TUBB2A
TUBA4A	TUBB4B
TUBA4A	TUBB6
TUBA4A	TXNRD1
TUBA4A	UBC
TUBA4A	UCHL5
TUBA4A	VHL
TUBA4A	YBX1
TUBAL3	UBC
TUBB	TUBB4B
TUBB	TXNRD1
TUBB	U2AF2
TUBB	UBASH3B
TUBB	UBC
TUBB	UBD
TUBB	UBL4A
TUBB	VAV1
TUBB	VRK1
TUBB	XPO1
TUBB	YBX1
TUBB	YWHAB
TUBB	YWHAE
TUBB	YWHAG
TUBB	YWHAQ
TUBB	YWHAZ
TUBB	ZAP70
TUBB1	UBC
TUBB1	YWHAZ
TUBB1	ZMYM2
TUBB2A	TUBB4B
TUBB2A	TUBB8
TUBB2A	TUFM
TUBB2A	TWF2
TUBB2A	UBC
TUBB2A	UBXN1
TUBB2A	VCPKMT
TUBB2A	YWHAE
TUBB2A	YWHAQ
TUBB2B	UBC
TUBB2B	UBQLN1
TUBB2B	YWHAE
TUBB3	UBC
TUBB3	UBQLN1
TUBB3	VCL
TUBB3	VCPKMT
TUBB4A	UBC
TUBB4A	UBD
TUBB4A	UBL4A
TUBB4B	TUBB6
TUBB4B	UBC
TUBB4B	UBD
TUBB4B	UBL4A
TUBB4B	VBP1
TUBB4B	VCL
TUBB4B	VDAC3
TUBB4B	VHL
TUBB4B	XPO1
TUBB4B	YWHAB
TUBB4B	YWHAE
TUBB6	TUFM
TUBB6	UBC
TUBB6	UBXN6
TUBB8	UBC
TUBB8	UBL4A
TUBD1	UBC
TUBE1	UBC
TUBG1	TUBGCP2
TUBG1	TUBGCP3
TUBG1	TUBGCP4
TUBG1	TUBGCP6
TUBG1	UBC
TUBG1	YWHAH
TUBG1	YWHAZ
TUBG2	UBC
TUBGCP2	TUBGCP3
TUBGCP2	UBC
TUBGCP2	VCP
TUBGCP3	TUBGCP4
TUBGCP3	TUBGCP6
TUBGCP3	UBC
TUBGCP4	UBC
TUBGCP4	UBD
TUBGCP4	USHBP1
TUBGCP4	VIM
TUBGCP5	UBC
TUBGCP6	UBC
TUFM	UBC
TUFM	UBD
TUFM	UBL4A
TUFM	UBXN1
TUFM	XPO1
TUFM	ZSWIM7
TUFT1	UBC
TULP3	UBC
TULP3	WNK1
TULP3	ZFAT
TULP3	ZNF160
TULP3	ZNF462
TULP3	ZNF619
TULP3	ZNF793
TULP3	ZNF835
TULP3	ZSCAN23
TUSC3	UBC
TUT1	UBC
TUT1	USP15
TUT1	USP4
TUT1	YWHAQ
TVP23B	UBC
TVP23C	UBC
TVP23C	VCL
TWF1	TXNDC5
TWF1	UBA3
TWF1	UBC
TWF1	UBE2A
TWF1	UBXN1
TWF1	UNC45A
TWF1	USP28
TWF1	USP5
TWF1	WARS
TWF1	XPNPEP1
TWF1	ZBED1
TWF2	UBA6
TWF2	UBAC1
TWF2	UBC
TWF2	UBL7
TWF2	UBXN1
TWF2	UHRF2
TWF2	UTP6
TWF2	VPS36
TWF2	VRK3
TWF2	XPO1
TWF2	YWHAE
TWIST1	TWIST2
TWIST1	WDR5
TXLNA	TXNDC12
TXLNA	UBC
TXLNA	UBD
TXLNA	UFD1L
TXLNA	WIPI2
TXLNA	XRN2
TXLNB	UBC
TXLNG	UBA1
TXLNG	UBC
TXLNG	USP3
TXLNG	WIPF2
TXLNG	ZC3H11A
TXN	UBC
TXN	UBD
TXN	UBE2D2
TXN	UBE2K
TXN	UBL4A
TXN	UBL5
TXN	UBQLN4
TXN	UCHL5
TXN	VHL
TXN	VIM
TXN	WDR1
TXN	YWHAZ
TXN2	UBC
TXN2	UBR5
TXN2	UCHL5
TXN2	VCP
TXN2	VIM
TXNDC11	UBC
TXNDC12	UBC
TXNDC15	UBC
TXNDC17	TXNL1
TXNDC17	TXNRD1
TXNDC17	TYMS
TXNDC17	UBA3
TXNDC17	UBC
TXNDC17	UBE2H
TXNDC17	UBE2K
TXNDC17	UBE2N
TXNDC17	USP3
TXNDC17	USP5
TXNDC17	VHL
TXNDC17	WDR1
TXNDC17	WDR45B
TXNDC5	UBC
TXNDC5	UBXN1
TXNDC5	UNC45A
TXNDC5	VCP
TXNDC5	YWHAG
TXNDC5	YWHAQ
TXNDC5	ZNF207
TXNDC5	ZNF706
TXNDC5	ZNHIT2
TXNDC9	UBC
TXNDC9	UBR7
TXNDC9	VPS53
TXNDC9	WASF1
TXNDC9	WDHD1
TXNDC9	ZCCHC8
TXNDC9	ZPR1
TXNIP	TXNRD1
TXNIP	UBC
TXNIP	ZBTB16
TXNIP	ZBTB32
TXNL1	UBC
TXNL1	UBE2H
TXNL1	UBE3A
TXNL1	UCHL5
TXNL1	URM1
TXNL1	USP14
TXNL1	USP16
TXNL1	USP5
TXNL1	USP7
TXNL1	VCL
TXNL1	XPOT
TXNL4A	UBC
TXNL4A	USP39
TXNL4A	WDFY1
TXNL4B	UBC
TXNL4B	XPO1
TXNRD1	UBC
TXNRD1	UBXN1
TXNRD2	UBC
TXNRD3	UBC
TYK2	UBC
TYK2	UBE2F
TYK2	VAV1
TYK2	XRCC5
TYMP	UBC
TYMS	UBC
TYMS	UBE2A
TYMS	UBE2B
TYMS	UBE2C
TYMS	UBE2K
TYMS	UBE2M
TYMS	UBQLN4
TYMS	UBXN7
TYMS	UFC1
TYMS	UNK
TYMS	VPS4B
TYMS	WDR1
TYMS	WDR45B
TYMS	ZFYVE19
TYMS	ZFYVE21
TYMS	ZRANB2
TYR	UBC
TYRO3	UBC
TYW1	UBC
TYW1B	UBC
U2AF1	UBC
U2AF1	VCL
U2AF1	VEGFA
U2AF1	VPRBP
U2AF1	ZCCHC10
U2AF1	ZCCHC8
U2AF1	ZRANB2
U2AF1	ZRSR2
U2AF1L4	UBC
U2AF2	UBC
U2AF2	VCL
U2AF2	VDAC2
U2AF2	WT1
U2AF2	ZCCHC8
U2AF2	ZRSR2
U2SURP	UBC
UACA	UBC
UACA	USP48
UAP1	UBC
UAP1	VASP
UAP1	VPS37A
UAP1	VPS37C
UAP1	VPS39
UBA1	UBC
UBA1	UBD
UBA1	UBE2D2
UBA1	UBE2I
UBA1	UBE2J1
UBA1	UBE2K
UBA1	UBE2L3
UBA1	UBE2N
UBA1	USH1C
UBA1	WDR73
UBA1	XPNPEP1
UBA1	YWHAZ
UBA2	UBC
UBA2	UBE2B
UBA2	UBQLN2
UBA2	UNK
UBA2	USP34
UBA2	YAP1
UBA2	ZFYVE19
UBA2	ZPR1
UBA3	UBC
UBA3	UBE2F
UBA3	UBE2H
UBA3	UFC1
UBA3	UIMC1
UBA3	VCL
UBA3	WDR61
UBA3	XPO1
UBA5	UBC
UBA5	USP5
UBA5	VCP
UBA52	UBC
UBA52	UBE2A
UBA52	UBE2B
UBA52	UBE2D3
UBA52	UBE2G2
UBA52	UBE2O
UBA52	UBE2R2
UBA52	UBL4A
UBA52	UBQLN1
UBA52	UBQLN2
UBA52	UBXN7
UBA52	UFC1
UBA52	UFM1
UBA52	UNK
UBA52	USP9X
UBA52	VAMP2
UBA52	VDAC1
UBA52	VDAC2
UBA52	VDAC3
UBA52	XRCC5
UBA52	ZFP42
UBA52	ZFYVE19
UBA52	ZNF16
UBA52	ZRANB2
UBA52	ZSCAN18
UBA6	UBC
UBA6	UBD
UBA6	UBE2D2
UBA6	UBE2Z
UBA6	UBE4B
UBA6	UCHL3
UBA6	USP48
UBA6	VPS26B
UBA6	XPNPEP1
UBA7	UBC
UBAC1	UBC
UBAC1	UNC119B
UBAC1	USP7
UBAC1	UTP6
UBAC1	VPS25
UBAC2	UBC
UBAP1	UBC
UBAP1	VPS37C
UBAP2	UBAP2L
UBAP2	UBC
UBAP2	VDAC1
UBAP2	VPS29
UBAP2	ZC3H14
UBAP2	ZFR
UBAP2L	UBC
UBAP2L	UBE2E3
UBAP2L	UBE2H
UBAP2L	VAMP2
UBAP2L	VAPA
UBAP2L	VCL
UBAP2L	XRCC1
UBAP2L	YBX1
UBAP2L	YEATS2
UBAP2L	ZP3
UBASH3A	UBASH3B
UBASH3A	UBC
UBASH3B	UBC
UBB	UBC
UBB	UCHL1
UBB	USP1
UBB	VCP
UBB	VCPKMT
UBB	XRCC5
UBB	ZNF385A
UBC	UBD
UBC	UBE2A
UBC	UBE2B
UBC	UBE2C
UBC	UBE2D1
UBC	UBE2D2
UBC	UBE2D3
UBC	UBE2D4
UBC	UBE2E1
UBC	UBE2E2
UBC	UBE2E3
UBC	UBE2F
UBC	UBE2G1
UBC	UBE2G2
UBC	UBE2H
UBC	UBE2I
UBC	UBE2J1
UBC	UBE2J2
UBC	UBE2K
UBC	UBE2L3
UBC	UBE2L6
UBC	UBE2M
UBC	UBE2N
UBC	UBE2NL
UBC	UBE2O
UBC	UBE2Q1
UBC	UBE2Q2
UBC	UBE2QL1
UBC	UBE2R2
UBC	UBE2S
UBC	UBE2T
UBC	UBE2V2
UBC	UBE2W
UBC	UBE2Z
UBC	UBE3A
UBC	UBE3B
UBC	UBE3C
UBC	UBE3D
UBC	UBE4A
UBC	UBE4B
UBC	UBFD1
UBC	UBIAD1
UBC	UBL3
UBC	UBL4A
UBC	UBL5
UBC	UBL7
UBC	UBLCP1
UBC	UBN2
UBC	UBOX5
UBC	UBQLN1
UBC	UBQLN2
UBC	UBQLN4
UBC	UBR1
UBC	UBR2
UBC	UBR3
UBC	UBR4
UBC	UBR5
UBC	UBR7
UBC	UBTD1
UBC	UBTD2
UBC	UBTF
UBC	UBXN1
UBC	UBXN2A
UBC	UBXN2B
UBC	UBXN4
UBC	UBXN6
UBC	UBXN7
UBC	UBXN8
UBC	UCHL1
UBC	UCHL3
UBC	UCHL5
UBC	UCK1
UBC	UCK2
UBC	UCKL1
UBC	UEVLD
UBC	UFC1
UBC	UFD1L
UBC	UFL1
UBC	UFM1
UBC	UFSP2
UBC	UGCG
UBC	UGDH
UBC	UGGT1
UBC	UGP2
UBC	UHMK1
UBC	UHRF1
UBC	UHRF1BP1
UBC	UHRF2
UBC	UIMC1
UBC	ULBP1
UBC	ULK1
UBC	ULK3
UBC	UMPS
UBC	UNC13B
UBC	UNC13D
UBC	UNC45A
UBC	UNC50
UBC	UNC5B
UBC	UNC79
UBC	UNC93B1
UBC	UNG
UBC	UPF1
UBC	UPF2
UBC	UPF3B
UBC	UPK2
UBC	UPP1
UBC	UQCR10
UBC	UQCR11
UBC	UQCRB
UBC	UQCRC1
UBC	UQCRC2
UBC	UQCRFS1
UBC	UQCRQ
UBC	URB1
UBC	URB2
UBC	URGCP
UBC	URI1
UBC	URM1
UBC	UROD
UBC	USE1
UBC	USF1
UBC	USF2
UBC	USMG5
UBC	USO1
UBC	USP1
UBC	USP10
UBC	USP11
UBC	USP13
UBC	USP14
UBC	USP15
UBC	USP16
UBC	USP18
UBC	USP19
UBC	USP2
UBC	USP20
UBC	USP21
UBC	USP22
UBC	USP24
UBC	USP25
UBC	USP27X
UBC	USP28
UBC	USP3
UBC	USP30
UBC	USP32
UBC	USP33
UBC	USP34
UBC	USP35
UBC	USP36
UBC	USP37
UBC	USP38
UBC	USP39
UBC	USP4
UBC	USP40
UBC	USP42
UBC	USP44
UBC	USP45
UBC	USP46
UBC	USP47
UBC	USP48
UBC	USP5
UBC	USP53
UBC	USP54
UBC	USP6
UBC	USP6NL
UBC	USP7
UBC	USP8
UBC	USP9X
UBC	USP9Y
UBC	UST
UBC	UTP11L
UBC	UTP14A
UBC	UTP15
UBC	UTP18
UBC	UTP20
UBC	UTP23
UBC	UTP3
UBC	UTP6
UBC	UTRN
UBC	UVRAG
UBC	UVSSA
UBC	UXT
UBC	VAMP1
UBC	VAMP2
UBC	VAMP3
UBC	VAMP4
UBC	VAMP5
UBC	VAMP7
UBC	VAMP8
UBC	VANGL1
UBC	VANGL2
UBC	VAPA
UBC	VAPB
UBC	VARS
UBC	VARS2
UBC	VASN
UBC	VASP
UBC	VAT1
UBC	VAT1L
UBC	VAV1
UBC	VAV2
UBC	VAV3
UBC	VBP1
UBC	VCAN
UBC	VCL
UBC	VCP
UBC	VCPIP1
UBC	VCPKMT
UBC	VDAC1
UBC	VDAC2
