Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
ARMC6_prot	ARMC6	prot	PHLDA3_prot;PSMD6_prot;TERF2_prot;ZNF146_prot	4
ARMCX2_prot	ARMCX2	prot	BACE1_mrna;EFEMP2_mrna;MYL9_mrna	3
ARMCX3_mrna	ARMCX3	mrna	ARID3A_prot;KARS_prot	2
ARMCX3_prot	ARMCX3	prot	CLTC_prot;NPM1_prot	2
ARMCX6_mrna	ARMCX6	mrna	JUND_prot	1
ARMT1_mrna	ARMT1	mrna	FOXA1_prot	1
ARNT_mrna	ARNT	mrna	AHR_prot;PHB2_prot;YY1_prot	3
ARNT_prot	ARNT	prot	AHR_mrna;BHLHE40_mrna;BRCA1_mrna;CDK2_mrna;PGRMC1_mrna;VEGFA_mrna;AHR_prot;AIP_prot;CUL4B_prot;EP300_prot;GTF2F1_prot;GTF2F2_prot;MTA3_prot;NCOR2_prot;RBX1_prot;XPO1_prot	16
ARPC1A_prot	ARPC1A	prot	AP2S1_mrna;B9D1_mrna;CDC73_mrna;CDK2_mrna;CLU_mrna;HSBP1_mrna;MGAT4B_mrna;MRPL17_mrna;TXNDC17_mrna;ZNF277_mrna;NCAPG_prot;SH3GLB1_prot	12
ARPC1B_mrna	ARPC1B	mrna	CLIC1_prot;EP300_prot;MYD88_prot	3
ARPC1B_prot	ARPC1B	prot	ARPC2_mrna;CAP1_mrna;CHST6_mrna;SH3BGRL3_mrna;DR1_prot;IPO11_prot;WASL_prot	7
ARPC2_mrna	ARPC2	mrna	ARPC1B_prot;CHD2_prot	2
ARPC4_mrna	ARPC4	mrna	POLR2E_prot;RELA_prot;TGFB1_prot;TRADD_prot	4
ARR3_mrna	ARR3	mrna	IGHMBP2_prot;KRT7_prot;TTC13_prot	3
ARRB1_mrna	ARRB1	mrna	FOXA1_prot	1
ARRDC2_mrna	ARRDC2	mrna	FOXA1_prot;HDAC2_prot	2
ARSA_mrna	ARSA	mrna	SMC3_prot	1
ARSB_mrna	ARSB	mrna	TFAP2A_prot	1
AR_mrna	AR	mrna	AR_prot;CREB1_prot;E2F4_prot;ESR1_prot;FOXO1_prot;FOXO3_prot;FUS_prot;HDAC1_prot;JUN_prot;KHDRBS1_prot;MED1_prot;NCOA4_prot;NCOR1_prot;NCOR2_prot;PA2G4_prot;PURA_prot;RELA_prot;SMAD4_prot;TAF1_prot;WHSC1_prot;YBX1_prot	21
AR_prot	AR	prot	ACAA1_mrna;ACOX2_mrna;ACSL1_mrna;ADAMTS3_mrna;ADIPOQ_mrna;AKT1_mrna;APOE_mrna;AR_mrna;AREG_mrna;ARG1_mrna;BSG_mrna;BTG2_mrna;CD36_mrna;CD83_mrna;CDH1_mrna;CDH2_mrna;CDK20_mrna;CETP_mrna;CPT1B_mrna;CRABP2_mrna;DBI_mrna;ECM1_mrna;ELK1_mrna;FABP3_mrna;FGFR1_mrna;GADD45B_mrna;GCK_mrna;GNMT_mrna;GTF2F1_mrna;HGF_mrna;HMGCS1_mrna;HMMR_mrna;IBSP_mrna;ICAM1_mrna;IGFBP3_mrna;KCNH4_mrna;KCNH8_mrna;KHSRP_mrna;KISS1_mrna;KLF5_mrna;KRT19_mrna;LIPA_mrna;MAP4K2_mrna;MYCN_mrna;NAT1_mrna;NCOA4_mrna;NFKB1_mrna;NFKBIA_mrna;NKX3-1_mrna;NOL3_mrna;PEBP1_mrna;PLAT_mrna;PPP2R2C_mrna;PTGS2_mrna;PTPN1_mrna;RARG_mrna;RARRES3_mrna;S100A8_mrna;S100A9_mrna;SAT1_mrna;SMAD3_mrna;SMARCA2_mrna;SMPD1_mrna;SOS1_mrna;STIM1_mrna;STRA6_mrna;TCF7L2_mrna;TGFB1_mrna;TGM1_mrna;TH_mrna;TMSB10_mrna;TNFAIP2_mrna;TNFRSF1B_mrna;TPO_mrna;TSC1_mrna;UBE3A_mrna;UCP2_mrna;UCP3_mrna;VEGFA_mrna;XIAP_mrna;ZMIZ1_mrna;AES_prot;AKT1_prot;APPL1_prot;CEBPA_prot;CEBPB_prot;CHD8_prot;COPS2_prot;CREBBP_prot;CTNNBIP1_prot;DDB2_prot;DNAJC7_prot;E2F4_prot;EP300_prot;ERCC3_prot;EZH2_prot;FHL2_prot;FKBP4_prot;FKBP5_prot;FOXA1_prot;FOXO1_prot;GTF2F1_prot;GTF2F2_prot;GTF2H1_prot;HDAC1_prot;HDAC2_prot;HDAC3_prot;HDAC4_prot;HDAC7_prot;HMGB1_prot;HMGB2_prot;IFI16_prot;JUN_prot;KAT5_prot;KIFAP3_prot;MDN1_prot;MED1_prot;NCOA1_prot;NCOA4_prot;NCOR1_prot;NCOR2_prot;NONO_prot;NR2C2_prot;PA2G4_prot;PATZ1_prot;PIAS3_prot;PIAS4_prot;PPID_prot;PRPF6_prot;PSPC1_prot;RCHY1_prot;RNF14_prot;RNF20_prot;RNF40_prot;RUVBL1_prot;SART3_prot;SFPQ_prot;SIRT1_prot;SMAD4_prot;SMARCA2_prot;SMARCA4_prot;SMARCC1_prot;SMARCD1_prot;SMARCE1_prot;STUB1_prot;TAF1_prot;TBP_prot;TCF4_prot;TGIF1_prot;TP53_prot;TRIM24_prot;TSG101_prot;WDR77_prot;WHSC1_prot;XRCC5_prot;XRCC6_prot;ZBTB7A_prot	157
ASAH1_mrna	ASAH1	mrna	CCNA2_prot;ILF3_prot;SSRP1_prot	3
ASAP1_mrna	ASAP1	mrna	TCF3_prot	1
ASB6_prot	ASB6	prot	ZDHHC12_mrna;CORO7_prot;CUL4B_prot;GNB2_prot;METAP2_prot;POLR2L_prot;RNF7_prot;XPNPEP1_prot	8
ASCC1_prot	ASCC1	prot	ASCC3_prot;JUN_prot;RELA_prot	3
ASCC3_prot	ASCC3	prot	FBXO5_mrna;GNG13_mrna;ASCC1_prot;G3BP1_prot;JUN_prot;RELA_prot	6
ASH1L_mrna	ASH1L	mrna	CNOT4_prot;FBXL17_prot;NONO_prot;POLR2E_prot;PTBP1_prot;SFPQ_prot;SMG7_prot;SYNJ1_prot;ZNF207_prot	9
ASH1L_prot	ASH1L	prot	ACLY_mrna;AP2S1_mrna;ARHGDIA_mrna;C3orf17_mrna;CLK4_mrna;CRTC3_mrna;DYRK1A_mrna;FOXN3_mrna;KCNH2_mrna;KLHDC1_mrna;LRRC59_mrna;MAPK1IP1L_mrna;MED14_mrna;MEF2A_mrna;MGAT2_mrna;MGEA5_mrna;ORMDL2_mrna;PPP1CA_mrna;RANGAP1_mrna;RNF26_mrna;RPL14_mrna;SETX_mrna;SPG20_mrna;TGFB1_mrna;UBR1_mrna;UBR2_mrna;ZNF207_mrna;ZNF44_mrna	28
ASNS_mrna	ASNS	mrna	BUB3_prot;CEBPB_prot;CUL4B_prot;DDX55_prot;ECT2_prot;EP300_prot;GTF2E2_prot;NCOA1_prot;NONO_prot;PSPC1_prot;RNGTT_prot;SEH1L_prot;SRP72_prot;SSRP1_prot;SYNCRIP_prot;WWTR1_prot;XRN2_prot;ZNF207_prot	18
ASPH_prot	ASPH	prot	GTF3C2_mrna;HSPD1_mrna;PGRMC1_mrna;TXNDC17_mrna	4
ASXL2_mrna	ASXL2	mrna	CHD2_prot;EML4_prot;FGD4_prot;LARP4_prot;PTBP2_prot;RC3H2_prot;SOS1_prot;SP3_prot;SPAG9_prot;TRIM33_prot;ZNF407_prot	11
ASXL3_mrna	ASXL3	mrna	E2F4_prot;IGHMBP2_prot;SF3B2_prot;ZNF664_prot	4
ATAD2_prot	ATAD2	prot	ACTL6A_mrna;ACTR5_mrna;ATAD5_mrna;AURKA_mrna;BRCA1_mrna;BUB1_mrna;BUB3_mrna;C18orf54_mrna;C2orf49_mrna;C5orf34_mrna;CCNB2_mrna;CCNE2_mrna;CDK2_mrna;CENPH_mrna;CKAP5_mrna;CSTF2_mrna;DBR1_mrna;DEPDC1_mrna;ECT2_mrna;FBXO5_mrna;GMNN_mrna;HELLS_mrna;HMMR_mrna;HS2ST1_mrna;KIF14_mrna;KLHL7_mrna;KNTC1_mrna;LIN9_mrna;MANEA_mrna;MED30_mrna;MKI67_mrna;MSH2_mrna;NUP155_mrna;NUP160_mrna;PAICS_mrna;PIF1_mrna;PLK4_mrna;PSRC1_mrna;RFC4_mrna;RFC5_mrna;SAAL1_mrna;SEC16A_mrna;SGOL2_mrna;SMARCC1_mrna;SMC2_mrna;TTF2_mrna;UHRF1_mrna;WDHD1_mrna;XPO5_mrna;E2F4_prot;ESR1_prot;HDAC11_prot	52
ATAD3A_prot	ATAD3A	prot	AIFM3_mrna;AK2_mrna;BAK1_mrna;BCL2L12_mrna;BYSL_mrna;C2orf49_mrna;CCDC86_mrna;CCT7_mrna;CDCA5_mrna;DTYMK_mrna;KHSRP_mrna;LMNB2_mrna;MKI67_mrna;NLE1_mrna;NME1-NME2_mrna;NOLC1_mrna;PA2G4_mrna;PKMYT1_mrna;PPM1G_mrna;RCC1_mrna;RPS6KB2_mrna;RUVBL2_mrna;SAAL1_mrna;SEPHS1_mrna;SF3B3_mrna;SLC25A10_mrna;SNRPB_mrna;TOMM34_mrna;UCK2_mrna;XRCC6_mrna;ESR1_prot;PSMD6_prot;TRADD_prot	33
ATAD5_mrna	ATAD5	mrna	ATAD2_prot;DTL_prot;FOXA1_prot;KNTC1_prot;MCM4_prot;MSH2_prot;RNGTT_prot;TFDP1_prot;WDHD1_prot	9
ATF1_mrna	ATF1	mrna	CDC27_prot;CDC5L_prot;CEBPA_prot;EPRS_prot;HTATSF1_prot;KPNA1_prot;MRPL44_prot;NEDD1_prot;NFYC_prot;PIAS3_prot;PSPC1_prot;RNGTT_prot;SAFB_prot;SRP72_prot;TOX4_prot	15
ATF1_prot	ATF1	prot	ACP1_mrna;ADRM1_mrna;ATP6V1H_mrna;BRCA1_mrna;C5orf22_mrna;CAB39_mrna;CCDC65_mrna;CDC5L_mrna;CENPT_mrna;CLPX_mrna;DCUN1D1_mrna;DDX47_mrna;DHRSX_mrna;EGR1_mrna;EXOC3_mrna;FITM2_mrna;FKBP15_mrna;G3BP2_mrna;GOLPH3_mrna;HECTD4_mrna;HGF_mrna;HOXC5_mrna;IL1B_mrna;LDHA_mrna;MAPKAP1_mrna;MCFD2_mrna;MED21_mrna;MGAT4B_mrna;NCBP2_mrna;NFYC_mrna;NMD3_mrna;NOS1_mrna;NR3C2_mrna;NTRK3_mrna;NUP160_mrna;PCSK1_mrna;PGK1_mrna;PLAUR_mrna;PLEKHG4_mrna;POLB_mrna;POLR2A_mrna;PPP2R4_mrna;PPP6C_mrna;PSPC1_mrna;PTGS2_mrna;PTPN1_mrna;RAB6A_mrna;RNF6_mrna;SAFB_mrna;SLC20A1_mrna;SRP72_mrna;ST3GAL5_mrna;SYNPO_mrna;TCEB1_mrna;TEAD1_mrna;TELO2_mrna;TH_mrna;THRAP3_mrna;TIPRL_mrna;TMED10_mrna;TMEM64_mrna;TP53INP1_mrna;UBE2I_mrna;ULBP2_mrna;UPF1_mrna;USP7_mrna;VIPR1_mrna;WBSCR16_mrna;ZCCHC4_mrna;ZFPL1_mrna;ZNF574_mrna;ZNF746_mrna;CREBBP_prot;EDF1_prot;FOSL2_prot;TFAP4_prot	76
ATF3_mrna	ATF3	mrna	CREB1_prot;JUN_prot;NFYB_prot;TAF1_prot;TP53_prot	5
ATF4_mrna	ATF4	mrna	HDAC4_prot	1
ATG14_mrna	ATG14	mrna	CEBPB_prot	1
ATG2A_mrna	ATG2A	mrna	YY1_prot	1
ATG4B_mrna	ATG4B	mrna	RAD21_prot;TCF3_prot	2
ATG9A_mrna	ATG9A	mrna	FXR2_prot	1
ATL1_mrna	ATL1	mrna	MAZ_prot	1
ATMIN_mrna	ATMIN	mrna	ATAD2_prot;ATF1_prot;BAZ2B_prot;CDC5L_prot;CUL4B_prot;DDX55_prot;EPRS_prot;LARP4_prot;MCM4_prot;NEDD1_prot;NONO_prot;NUP133_prot;PPIL4_prot;PSMD11_prot;PSPC1_prot;PTBP1_prot;RBM26_prot;RNGTT_prot;SRP72_prot;SSB_prot;SSRP1_prot;TFAM_prot;TOX4_prot;UTP15_prot;WDHD1_prot;WDR36_prot;XRN2_prot;YBX1_prot;ZNF146_prot;ZNF207_prot	30
ATN1_mrna	ATN1	mrna	E2F4_prot;NFATC4_prot;TFAP2C_prot	3
ATP11A_mrna	ATP11A	mrna	SBF2_prot;ZNF143_prot	2
ATP11B_mrna	ATP11B	mrna	CCNL1_prot;RAD21_prot	2
ATP1A1_mrna	ATP1A1	mrna	CREB1_prot;FOSL2_prot;TFAP2A_prot	3
ATP1B1_mrna	ATP1B1	mrna	BUB3_prot;TBP_prot	2
ATP5F1_mrna	ATP5F1	mrna	JUN_prot;JUND_prot;TFE3_prot;WDR12_prot	4
ATP5G3_mrna	ATP5G3	mrna	COPS3_prot;GRSF1_prot	2
ATP5J2_mrna	ATP5J2	mrna	COPS6_prot;E2F4_prot;EP300_prot	3
ATP6AP1_mrna	ATP6AP1	mrna	NFATC1_prot	1
ATP6V0B_mrna	ATP6V0B	mrna	UBTF_prot	1
ATP6V0D2_mrna	ATP6V0D2	mrna	IGHMBP2_prot;LMO7_prot;TTC13_prot	3
ATP6V0E2_mrna	ATP6V0E2	mrna	RAD21_prot	1
ATP6V1A_mrna	ATP6V1A	mrna	EP300_prot;YY1_prot	2
ATP6V1B2_mrna	ATP6V1B2	mrna	TFAP2A_prot	1
ATP6V1H_mrna	ATP6V1H	mrna	ATF1_prot	1
ATP7A_mrna	ATP7A	mrna	RXRA_prot	1
ATP8B1_mrna	ATP8B1	mrna	PHC3_prot;SAMHD1_prot;TRIM3_prot;UACA_prot;XPNPEP1_prot;ZBTB20_prot;ZC3H7B_prot	7
ATXN1_mrna	ATXN1	mrna	ELF1_prot;JUND_prot;ZNF638_prot	3
ATXN7L3B_mrna	ATXN7L3B	mrna	ETS1_prot	1
AUP1_mrna	AUP1	mrna	WRNIP1_prot	1
AURKA_mrna	AURKA	mrna	ATAD2_prot;C2orf44_prot;CCNA2_prot;CCNB1_prot;CDC20_prot;CSTF1_prot;DTL_prot;ECT2_prot;EZH2_prot;ILF3_prot;KLHL7_prot;MCM4_prot;MCM6_prot;MED1_prot;MRPS12_prot;NCAPG_prot;NCAPG2_prot;RAE1_prot;TFDP1_prot;UTP15_prot;WDHD1_prot;WHSC1_prot;ZBTB20_prot;ZNF143_prot	24
AVEN_mrna	AVEN	mrna	FOSL2_prot	1
AZIN1_mrna	AZIN1	mrna	ZNF143_prot	1
B3GLCT_mrna	B3GLCT	mrna	CEBPB_prot;ELF1_prot	2
B3GNT2_mrna	B3GNT2	mrna	CLIC2_prot;MNDA_prot;PLEK_prot	3
B4GALNT2_mrna	B4GALNT2	mrna	ESR1_prot;USF2_prot	2
B9D1_mrna	B9D1	mrna	ARPC1A_prot;RAD21_prot	2
BAALC_mrna	BAALC	mrna	RUNX1_prot	1
BACE1_mrna	BACE1	mrna	ARMCX2_prot;RAD21_prot;RELA_prot;TFAP2A_prot	4
BAG3_mrna	BAG3	mrna	RXRA_prot;TFAP2C_prot	2
BAHCC1_mrna	BAHCC1	mrna	ZNF143_prot	1
BAIAP2_mrna	BAIAP2	mrna	CEBPB_prot;E2F4_prot;ELF1_prot;EP300_prot;IGHMBP2_prot;KRT7_prot;TTC13_prot	7
BAK1_mrna	BAK1	mrna	ATAD3A_prot;CIAO1_prot;GTF2F1_prot;MTX1_prot;TOMM34_prot;TP53_prot;TRAF7_prot;WDR77_prot;WWTR1_prot;ZDHHC17_prot	10
BANF1_mrna	BANF1	mrna	COPE_prot;DDX56_prot;MRPS12_prot;PUF60_prot;RNF7_prot;SIVA1_prot;TAF6_prot	7
BANP_mrna	BANP	mrna	FOXA1_prot;RAD21_prot;SMC3_prot;ZBTB7A_prot	4
BAP1_mrna	BAP1	mrna	DDX19A_prot;ELK1_prot;JUN_prot;PATZ1_prot;RXRB_prot;SMARCC1_prot;SMG7_prot;TNRC6A_prot;UACA_prot	9
BARD1_mrna	BARD1	mrna	EP300_prot;HDAC2_prot	2
BASP1_mrna	BASP1	mrna	ELF1_prot;RELA_prot	2
BATF3_mrna	BATF3	mrna	JUN_prot	1
BAX_mrna	BAX	mrna	AATF_prot;ABL1_prot;DMAP1_prot;ELL_prot;ETS1_prot;ING1_prot;RELA_prot;TP53_prot;WWTR1_prot	9
BAZ2A_prot	BAZ2A	prot	TMCC1_mrna;DNMT1_prot;HDAC1_prot	3
BAZ2B_prot	BAZ2B	prot	ACP1_mrna;ADRM1_mrna;AHCY_mrna;AP2S1_mrna;BUB3_mrna;METTL2A_mrna;MRPL37_mrna;MRPL4_mrna;MRPS34_mrna;MRTO4_mrna;NFIA_mrna;NOLC1_mrna;NUP160_mrna;PGK1_mrna;PHB_mrna;PNO1_mrna;PSMA7_mrna;PSMD3_mrna;RAN_mrna;RCC1_mrna;REEP5_mrna;RFC2_mrna;RNF126_mrna;SNRPB_mrna;SRM_mrna;TFAM_mrna;THRAP3_mrna;WBSCR16_mrna;WDR77_mrna;YBX1_mrna;ZBTB4_mrna;ZNF207_mrna	32
BBS12_mrna	BBS12	mrna	HDAC2_prot	1
BBS1_mrna	BBS1	mrna	DTX3_prot;KLHDC2_prot	2
BBS9_mrna	BBS9	mrna	JUND_prot	1
BBX_mrna	BBX	mrna	PTBP2_prot;SMC3_prot;TRIM33_prot;ZNF638_prot	4
BBX_prot	BBX	prot	NLK_mrna;NPTN_mrna;PPP3R1_mrna;SENP6_mrna;TMF1_mrna;ZCCHC7_mrna;HDAC1_prot	7
BCAS1_mrna	BCAS1	mrna	EIF4B_prot;MTMR3_prot;NCOR1_prot;SHBG_prot;ZMYND11_prot	5
BCAT1_mrna	BCAT1	mrna	RAD21_prot	1
BCHE_mrna	BCHE	mrna	JUN_prot	1
BCKDHA_mrna	BCKDHA	mrna	CREB1_prot;JUNB_prot;SMARCC1_prot;TFAP2A_prot	4
BCKDHB_mrna	BCKDHB	mrna	CCNT2_prot	1
BCKDK_mrna	BCKDK	mrna	TCF3_prot	1
BCL10_prot	BCL10	prot	AKT1_prot;CARD11_prot;IKBKB_prot;PYCARD_prot;TRADD_prot	5
BCL2L12_mrna	BCL2L12	mrna	ATAD3A_prot;BOP1_prot;CDC20_prot;MCM4_prot;MCM5_prot;MCM7_prot;RBM8A_prot;REXO4_prot;WDR18_prot;WDR5_prot;ZBTB20_prot	11
BCL2L13_mrna	BCL2L13	mrna	MAZ_prot;MBD1_prot;NSMAF_prot;NUP133_prot;POLR2E_prot;SMARCD1_prot	6
BCL2L2-PABPN1_mrna	BCL2L2-PABPN1	mrna	ELF1_prot	1
BCL7C_mrna	BCL7C	mrna	PHF8_prot	1
BDKRB2_mrna	BDKRB2	mrna	CREB1_prot;TP53_prot	2
BDP1_mrna	BDP1	mrna	HDAC2_prot	1
BECN1_mrna	BECN1	mrna	CHD2_prot;JUN_prot;ZNF143_prot	3
BEND3_mrna	BEND3	mrna	RXRA_prot	1
BFSP2_mrna	BFSP2	mrna	E2F4_prot;IGHMBP2_prot;JUN_prot;TFAP2A_prot	4
BHLHE40_mrna	BHLHE40	mrna	ARNT_prot;VDR_prot	2
BHLHE40_prot	BHLHE40	prot	ABHD17A_mrna;ABHD5_mrna;AGRN_mrna;ALDH4A1_mrna;AMDHD2_mrna;BTBD10_mrna;C15orf61_mrna;CACNA2D3_mrna;CEP131_mrna;CLU_mrna;CNPY3_mrna;COPS7B_mrna;CTPS1_mrna;CYB5R4_mrna;DDX18_mrna;DNM1_mrna;EHD2_mrna;FAM212B_mrna;FBXL22_mrna;GCFC2_mrna;GK_mrna;HOMEZ_mrna;HSPD1_mrna;HSPE1-MOB4_mrna;INTS6_mrna;JADE1_mrna;KEAP1_mrna;KIAA1191_mrna;LDHB_mrna;LONP1_mrna;LTN1_mrna;LYRM1_mrna;MAP3K1_mrna;MEGF8_mrna;MIF4GD_mrna;MSH3_mrna;NDUFB5_mrna;NHLRC1_mrna;OS9_mrna;PACS2_mrna;PCED1A_mrna;PHACTR4_mrna;PKN2_mrna;PPID_mrna;PPP1R37_mrna;PPP1R3E_mrna;PPP1R7_mrna;PRDM8_mrna;PRKDC_mrna;PTPN21_mrna;RAB4B_mrna;RSU1_mrna;SCML2_mrna;SMC5_mrna;SPTBN4_mrna;STX3_mrna;TARSL2_mrna;TEX30_mrna;TFEB_mrna;TMEM62_mrna;TOMM40L_mrna;TOMM7_mrna;UBE2Z_mrna;XPC_mrna;YBX1_mrna;ZBTB18_mrna;ZHX1_mrna;ZNF23_mrna;CHD3_prot;EZH2_prot;HDAC1_prot;NONO_prot;RXRA_prot;TP53_prot	74
BID_mrna	BID	mrna	ANAPC1_prot;BUB3_prot;ETS1_prot;GABPB2_prot;GTF2E2_prot;JUNB_prot;NFKBIE_prot;RNGTT_prot;ZBTB20_prot	9
BIN2_mrna	BIN2	mrna	ARHGAP25_prot;DOK2_prot;FGD2_prot;LGALS9_prot;PLEK_prot	5
BIN2_prot	BIN2	prot	CD52_mrna;FGD2_mrna;HMHA1_mrna;ITGB2_mrna;NCKAP1L_mrna;PRKDC_mrna;SLA_mrna;TMC8_mrna;TNFSF14_mrna	9
BIRC5_mrna	BIRC5	mrna	BOP1_prot;BUB3_prot;CCNA2_prot;CCNB1_prot;CDC20_prot;CFLAR_prot;DDX11_prot;DNMT1_prot;DTL_prot;E2F4_prot;ECT2_prot;EEF1E1_prot;EP300_prot;EP400_prot;EZH2_prot;FOXO3_prot;H2AFX_prot;HDAC1_prot;HEATR1_prot;HMGA1_prot;ILF3_prot;MCM3_prot;MCM4_prot;MCM5_prot;MCM6_prot;MCM7_prot;MRPS12_prot;MSH2_prot;NCAPG_prot;NCAPG2_prot;RAE1_prot;RELA_prot;RPL26L1_prot;RUVBL1_prot;SFPQ_prot;SMARCC1_prot;SP3_prot;SYNCRIP_prot;TCF4_prot;TFDP1_prot;TP53_prot;WDR12_prot;WDR18_prot;WHSC1_prot;ZFHX3_prot	45
BIVM_mrna	BIVM	mrna	JUND_prot	1
BLOC1S2_mrna	BLOC1S2	mrna	ELF1_prot;TFAP2C_prot	2
BLVRA_mrna	BLVRA	mrna	JUND_prot	1
BMP1_mrna	BMP1	mrna	ERF_prot;PDLIM7_prot;SHC1_prot;ZBTB7A_prot;ZNF143_prot	5
BMS1_mrna	BMS1	mrna	ANAPC1_prot;EDC4_prot;EPRS_prot;KARS_prot;REXO4_prot;TEX10_prot	6
BNIP1_mrna	BNIP1	mrna	BOP1_prot;COPS3_prot;DDX51_prot;DUS3L_prot;HDAC1_prot;MRPS12_prot;PPIE_prot;WDR18_prot;WDR5_prot	9
BNIP3L_mrna	BNIP3L	mrna	FOXA1_prot	1
BOC_mrna	BOC	mrna	PBX1_prot	1
BOLA3_mrna	BOLA3	mrna	ANAPC11_prot;ANKRD39_prot;COPS3_prot;EPRS_prot;MTX2_prot;NARS2_prot;PTBP2_prot;PTS_prot	8
BOP1_prot	BOP1	prot	ADRM1_mrna;AHCY_mrna;AHSA1_mrna;BCL2L12_mrna;BIRC5_mrna;BNIP1_mrna;BYSL_mrna;C1QBP_mrna;C9orf114_mrna;CCDC86_mrna;CCT7_mrna;CDC123_mrna;DDX51_mrna;EDC4_mrna;GPS1_mrna;MAPKAP1_mrna;MPP6_mrna;MRPL11_mrna;MRPL12_mrna;MRPL37_mrna;MRPL4_mrna;MRPS16_mrna;MRPS17_mrna;MRPS34_mrna;MYO19_mrna;NME1-NME2_mrna;NOLC1_mrna;NUP155_mrna;PHB_mrna;PIGU_mrna;POLE3_mrna;POP7_mrna;PRMT1_mrna;PSMD3_mrna;RAN_mrna;RFC2_mrna;RRP12_mrna;RUVBL2_mrna;SF3B3_mrna;SRM_mrna;TIMM50_mrna;TOMM70A_mrna;UCK2_mrna;WDR77_mrna;ZNF593_mrna;GTF2A1_prot;WDR12_prot;WDR46_prot;WDR48_prot	49
BORCS8_mrna	BORCS8	mrna	NFYA_prot	1
BRAF_mrna	BRAF	mrna	AHR_prot;ARNT_prot;ATAD2_prot;ATF1_prot;CCNA2_prot;CDC20_prot;CHD8_prot;CREB1_prot;CREBBP_prot;CTBP1_prot;DTL_prot;E2F4_prot;EP300_prot;ESR1_prot;EZH2_prot;FOSL2_prot;FOXA1_prot;HMGA1_prot;IFI16_prot;JUN_prot;KNTC1_prot;MCM4_prot;RAE1_prot;RBL2_prot;REXO4_prot;SAP30_prot;TP53_prot;TP53BP1_prot;USF2_prot;YY1_prot;ZFHX3_prot	31
BRAP_mrna	BRAP	mrna	TOX4_prot	1
BRAP_prot	BRAP	prot	EXOSC3_mrna;ISY1_mrna;PSMA7_mrna;RNF6_mrna;TIPRL_mrna;IKBKB_prot;KLHDC3_prot;NFKBIB_prot;RELA_prot	9
BRCA1_mrna	BRCA1	mrna	AHR_prot;ARNT_prot;ATAD2_prot;ATF1_prot;CCNA2_prot;CDC20_prot;CHD8_prot;CREB1_prot;CREBBP_prot;CTBP1_prot;DTL_prot;E2F4_prot;EP300_prot;ESR1_prot;EZH2_prot;FOSL2_prot;FOXA1_prot;HMGA1_prot;IFI16_prot;JUN_prot;KNTC1_prot;MCM4_prot;RAE1_prot;RBL2_prot;REXO4_prot;SAP30_prot;TP53_prot;TP53BP1_prot;USF2_prot;YY1_prot;ZFHX3_prot	31
BRD2_mrna	BRD2	mrna	BRD4_prot;CHD8_prot;EP300_prot;TRIM28_prot;YY1_prot	5
BRD2_prot	BRD2	prot	CBX4_mrna;YY1_mrna;BRD4_prot;TBP_prot;TERF2_prot	5
BRD3_mrna	BRD3	mrna	EP300_prot	1
BRD4_prot	BRD4	prot	ABCC3_mrna;ARHGAP30_mrna;BRD2_mrna;CAPZB_mrna;CNTROB_mrna;DDX51_mrna;DMPK_mrna;DNAJC4_mrna;FOLR2_mrna;H1FX_mrna;HOXB8_mrna;JSRP1_mrna;MBD6_mrna;MPPE1_mrna;MYO18A_mrna;NCF1_mrna;POMZP3_mrna;PWWP2B_mrna;ROCK1_mrna;SIPA1L3_mrna;STX5_mrna;SULT1C2_mrna;TMCC1_mrna;ZDHHC1_mrna;ZNF414_mrna;BRD2_prot;CCNT2_prot;EP300_prot;GPSM1_prot;HEXIM1_prot;MED1_prot;RBM25_prot;SIRT1_prot;SMARCA4_prot;TCERG1_prot;WHSC1_prot;WHSC1L1_prot	37
BRD7_mrna	BRD7	mrna	GTF2F2_prot;ISG20L2_prot	2
BRE_mrna	BRE	mrna	E2F4_prot	1
BRF1_mrna	BRF1	mrna	TAF1_prot	1
BRF1_prot	BRF1	prot	CRYBB3_mrna;MBD6_mrna;MYCN_mrna;ROCK1_mrna;TOX3_mrna;GTF3C3_prot;RBL2_prot;TBP_prot;TP53_prot	9
BRWD3_mrna	BRWD3	mrna	ELF1_prot	1
BSDC1_mrna	BSDC1	mrna	RAD21_prot	1
BSG_mrna	BSG	mrna	AR_prot;POLR2E_prot;SP3_prot;TFAP2A_prot;ZC3H7B_prot	5
BST1_mrna	BST1	mrna	CREB1_prot;TFAP2A_prot	2
BTBD10_mrna	BTBD10	mrna	BHLHE40_prot	1
BTF3_prot	BTF3	prot	ABL2_mrna;NFKB1_mrna;ESR1_prot;PDRG1_prot	4
BTG2_mrna	BTG2	mrna	AR_prot;ESR1_prot;PHB2_prot;RELA_prot;TP53_prot;YY1_prot	6
